"","Name","Locale","Remarks","Date","Country","Year"
"831","George Herbert Walker Bush","London","Attended Economic Summit Meeting with the Heads of State and Government of Canada, France, Germany, Italy, Japan, and the United Kingdom. Also met with Soviet President Gorbachev.","July 14–18, 1991","United Kingdom","1991"
"832","William J. Clinton","Cambridge, London, Portsmouth","Visited U.S. Military Cemetery. Met with Prime Minister Major. Attended state dinner with Queen Elizabeth II and heads of state and government of Canada, Poland, the Czech Republic, Slovakia, Australia, New Zealand, Norway, and Belgium. Attended D-Day commemorative ceremonies.","June 4–5, 1994","United Kingdom","1994"
"833","William J. Clinton","Oxford","Received honorary degree from Oxford University.","June 8, 1994","United Kingdom","1994"
"834","William J. Clinton","London, Belfast, Londonderry","Met with Queen Elizabeth and Prime Minister Major; addressed Parliament, and delivered several public addresses in Northern Ireland.","November 28–December 1, 1995","United Kingdom","1995"
"835","William J. Clinton","London","Met with Prime Minister Blair and attended a Cabinet meeting.","May 28–29, 1997","United Kingdom","1997"
"836","William J. Clinton","Birmingham, Weston-Under-Lizard, London","Attended G-8 Economic Summit and U.S.-EU Summit.","May 14–18, 1998","United Kingdom","1998"
"837","William J. Clinton","Belfast, Armagh, Omagh","Met with Prime Minister Blair and Northern Irish political leaders; addressed the Northern Ireland Assembly.","September 3, 1998","United Kingdom","1998"
"838","William J. Clinton","Belfast, London, Coventry","Met with Prime Minister Blair and Northern Irish political leaders in Belfast, met with Queen Elizabeth II, and made a speech at the University of Warwick.","December 12–14, 2000","United Kingdom","2000"
"839","George W. Bush","London, Chequers, Halton, Brize Norton","Met with Prime Minister Blain and Queen Elizabeth II.","July 18–20, 2001","United Kingdom","2001"
"840","George W. Bush","Belfast, Hillsborough (Northern Ireland)","Met with Prime Minister Blair to discuss the reconstruction of Iraq. Also met with Irish Prime Minister Ahern and Northern Irish political leaders.","April 7–8, 2003","United Kingdom","2003"
"841","George W. Bush","London, Sedgefield","State Visit.","November 18–21, 2003","United Kingdom","2003"
"842","George W. Bush","Gleneagles (Scotland)","Attended the G-8 Economic Summit.","July 6–8, 2005","United Kingdom","2005"
"843","George W. Bush","London, Belfast","Met with Queen Elizabeth II at Windsor Castle. Met with Prime Minister Blair and Quartet Representative Blair. In Belfast, met with First Minister Robertson and Deputy First Minister McGuinness.","June 15–16, 2008","United Kingdom","2008"
"844","Barack Obama","London","Met with Queen Elizabeth II and Prime Minister Brown. Attended the G-20 Economic Summit Meeting.","March 31–April 3, 2009","United Kingdom","2009"
"845","Barack Obama","London","Met with Queen Elizabeth II, Prime Minister Cameron, and Labour Party leader Miliband.","May 23–26, 2011","United Kingdom","2011"
"846","Barack Obama","Belfast, Enniskillen","Attended the G-8 Economic Summit Meeting.","June 16–18, 2013","United Kingdom","2013"
"847","Barack Obama","Newport, Cardiff","Attended a NATO Summit Meeting. Also visited Stonehenge.","September 3–5, 2014","United Kingdom","2014"
"848","Barack Obama","London","Met with Queen Elizabeth II and Prime Minister David W. D. Cameron.","April 21–24, 2016","United Kingdom","2016"
"849","Donald J. Trump","London","Met with Queen Elizabeth II and Prime Minister Theresa May.","July 12–13, 2018","United Kingdom","2018"
"850","Donald J. Trump","London","State Visit.","June 3–5, 2019","United Kingdom","2019"
"851","Donald J. Trump","London","Led U.S. delegation to attend the NATO Leaders Meeting.","December 3–4, 2019","United Kingdom","2019"
"852","Woodrow Wilson","Bermuda","Vacation. [Visit made as President-elect.]","November 18–December 13, 1912","United Kingdom","1912"
"853","Woodrow Wilson","London, Carlisle, Manchester","Met with Prime Minister Lloyd George and King George V.","December 26–31, 1918","United Kingdom","1918"
"854","Warren G. Harding","Kingston (Jamaica)","Stopped while returning to the U.S. [Visit made as President-elect.]","November 30, 1920","United Kingdom","1920"
"855","Franklin Delano Roosevelt","The Bahamas","Fishing trip. [Visit made as President-elect.]","February 6–14, 1933","United Kingdom","1933"
"856","Franklin Delano Roosevelt","The Bahamas","Fishing trip.","March 29–April 11, 1934","United Kingdom","1934"
"857","Franklin Delano Roosevelt","The Bahamas","Fishing trip.","March 27–April 6, 1935","United Kingdom","1935"
"858","Franklin Delano Roosevelt","The Bahamas","Fishing trip.","March 24–April 7, 1936","United Kingdom","1936"
"859","Franklin Delano Roosevelt","Trinidad","Stopped on the way to South America.","November 21, 1936","United Kingdom","1936"
"860","Franklin Delano Roosevelt","Trinidad","Stopped while returning to the United States.","December 11, 1936","United Kingdom","1936"
"861","Franklin Delano Roosevelt","Bay of Islands (Newfoundland), Bonne Bay (Newfoundland)","Fishing trip.","August 17–20, 1939","United Kingdom","1939"
"862","Franklin Delano Roosevelt","Jamaica","Inspected British base sites for possible American use.","December 5, 1940","United Kingdom","1940"
"863","Franklin Delano Roosevelt","St. Lucia","Inspected British base sites for possible American use.","December 8, 1940","United Kingdom","1940"
"864","Franklin Delano Roosevelt","Antigua","Inspected British base sites for possible American use.","December 9, 1940","United Kingdom","1940"
"865","Franklin Delano Roosevelt","The Bahamas","Inspected British base sites for possible American use. Met with the Duke of Windsor at Eleutheria Island, December 13. Returned to the U.S. December 14.","December 12–13, 1940","United Kingdom","1940"
"866","Franklin Delano Roosevelt","Argentia (Newfoundland)","Attended conference with Prime Minister Churchill. Announced the Atlantic Charter.","August 9–12, 1941","United Kingdom","1941"
"867","Franklin Delano Roosevelt","Trinidad","Overnight stop en route to Casablanca.","January 11, 1943","United Kingdom","1943"
"868","Franklin Delano Roosevelt","Bathurst (The Gambia)","Overnight stop en route to Casablanca.","January 13, 1943","United Kingdom","1943"
"869","Franklin Delano Roosevelt","Bathurst (The Gambia)","Overnight stop en route from Casablanca.","January 25, 1943","United Kingdom","1943"
"870","Franklin Delano Roosevelt","Trinidad","Overnight stop en route from Casablanca.","January 29, 1943","United Kingdom","1943"
"871","Franklin Delano Roosevelt","Malta","Visited Allied military installations.","December 8, 1943","United Kingdom","1943"
"872","Franklin Delano Roosevelt","Malta","Attended Malta Conference with Prime Minister Churchill.","February 2, 1945","United Kingdom","1945"
"873","Harry S Truman","Plymouth","Informal meeting with King George VI.","August 2, 1945","United Kingdom","1945"
"874","Harry S Truman","Bermuda","Informal visit; met with the Governor of Bermuda, Admiral Sir Ralph Leatham, K.C.B. and inspected U.S. military facilities.","August 22–30, 1946","United Kingdom","1946"
"875","Dwight D. Eisenhower","Bermuda","Attended Bermuda Conference with Prime Minister Churchill and French President Laniel.","December 4–8, 1953","United Kingdom","1953"
"876","Dwight D. Eisenhower","Bermuda","Met with Prime Minister Macmillan.","March 20–24, 1957","United Kingdom","1957"
"877","Dwight D. Eisenhower","London, Balmoral, Chequers","Informal visit; met Prime Minister Macmillan and Queen Elizabeth II.","August 27–September 2, 1959","United Kingdom","1959"
"878","Dwight D. Eisenhower","Culzean Castle","Rested before returning to the United States.","September 4–7, 1959","United Kingdom","1959"
"879","John F. Kennedy","London","Private visit; met with Queen Elizabeth II and Prime Minister Macmillan.","June 4–5, 1961","United Kingdom","1961"
"880","John F. Kennedy","Bermuda","Met with Prime Minister Macmillan.","December 21–22, 1961","United Kingdom","1961"
"881","John F. Kennedy","Nassau (The Bahamas)","Conferred with Prime Minister Macmillan; concluded Nassau agreement on nuclear defense systems.","December 18–21, 1962","United Kingdom","1962"
"882","John F. Kennedy","Birch Grove, Sussex","Informal visit with Prime Minister Macmillan at his home.","June 29–30, 1963","United Kingdom","1963"
"883","Richard M. Nixon","London","Informal visit; held conversations with Prime Minister Wilson. Received by Queen Elizabeth II.","February 24–26, 1969","United Kingdom","1969"
"884","Richard M. Nixon","Mildenhall Air Force Base","Informal meeting with Prime Minister Wilson.","August 3, 1969","United Kingdom","1969"
"885","Richard M. Nixon","Chequers","Met informally with Queen Elizabeth II and Prime Minister Heath.","October 3, 1970","United Kingdom","1970"
"886","Richard M. Nixon","Bermuda","Met with British Prime Minister Heath.","December 20–21, 1971","United Kingdom","1971"
"887","James E. Carter","London, Newcastle","Attended Economic Summit Meeting May 7-8 of the Heads of State and Government of Canada, France, the Federal Republic of Germany, Italy, Japan, and the United Kingdom. Also met with the Prime Ministers of Greece, Belgium, Turkey, Norway, the Netherlands, and Luxembourg, and with the President of Portugal. Addressed NATO Ministers meeting on May 10.","May 5–10, 1977","United Kingdom","1977"
"888","Ronald Reagan","London, Windsor Castle","State visit; met with Queen Elizabeth II and Prime Minister Thatcher. Addressed Parliament.","June 7–9, 1982","United Kingdom","1982"
"889","Ronald Reagan","London","Met with Queen Elizabeth II and Prime Minister Thatcher. Attended Economic Summit Meeting June 7-9 of the Heads of State and Government of Canada, France, the Federal Republic of Germany, Italy, Japan, and the United Kingdom.","June 4–10, 1984","United Kingdom","1984"
"890","Ronald Reagan","London","Met with Queen Elizabeth II, Prime Minister Thatcher, and Japanese Prime Minister Takeshita.","June 2–3, 1988","United Kingdom","1988"
"891","George Herbert Walker Bush","London","Met with Queen Elizabeth II and Prime Minister Thatcher.","May 31–June 2, 1989","United Kingdom","1989"
"892","George Herbert Walker Bush","Bermuda","Informal meeting with Prime Minister Thatcher.","April 13–14, 1990","United Kingdom","1990"
"893","George Herbert Walker Bush","London","Attended NATO Summit Meeting.","July 5–6, 1990","United Kingdom","1990"
"894","George Herbert Walker Bush","Bermuda","Discussed the Middle East peace process with Prime Minister Major.","March 14–16, 1991","United Kingdom","1991"
"895","George Herbert Walker Bush","London","Attended Economic Summit Meeting with the Heads of State and Government of Canada, France, Germany, Italy, Japan, and the United Kingdom. Also met with Soviet President Gorbachev.","July 14–18, 1991","United Kingdom","1991"
"896","William J. Clinton","Cambridge, London, Portsmouth","Visited U.S. Military Cemetery. Met with Prime Minister Major. Attended state dinner with Queen Elizabeth II and heads of state and government of Canada, Poland, the Czech Republic, Slovakia, Australia, New Zealand, Norway, and Belgium. Attended D-Day commemorative ceremonies.","June 4–5, 1994","United Kingdom","1994"
"897","William J. Clinton","Oxford","Received honorary degree from Oxford University.","June 8, 1994","United Kingdom","1994"
"898","William J. Clinton","London, Belfast, Londonderry","Met with Queen Elizabeth and Prime Minister Major; addressed Parliament, and delivered several public addresses in Northern Ireland.","November 28–December 1, 1995","United Kingdom","1995"
"899","William J. Clinton","London","Met with Prime Minister Blair and attended a Cabinet meeting.","May 28–29, 1997","United Kingdom","1997"
"900","William J. Clinton","Birmingham, Weston-Under-Lizard, London","Attended G-8 Economic Summit and U.S.-EU Summit.","May 14–18, 1998","United Kingdom","1998"
"901","William J. Clinton","Belfast, Armagh, Omagh","Met with Prime Minister Blair and Northern Irish political leaders; addressed the Northern Ireland Assembly.","September 3, 1998","United Kingdom","1998"
"902","William J. Clinton","Belfast, London, Coventry","Met with Prime Minister Blair and Northern Irish political leaders in Belfast, met with Queen Elizabeth II, and made a speech at the University of Warwick.","December 12–14, 2000","United Kingdom","2000"
"903","George W. Bush","London, Chequers, Halton, Brize Norton","Met with Prime Minister Blain and Queen Elizabeth II.","July 18–20, 2001","United Kingdom","2001"
"904","George W. Bush","Belfast, Hillsborough (Northern Ireland)","Met with Prime Minister Blair to discuss the reconstruction of Iraq. Also met with Irish Prime Minister Ahern and Northern Irish political leaders.","April 7–8, 2003","United Kingdom","2003"
"905","George W. Bush","London, Sedgefield","State Visit.","November 18–21, 2003","United Kingdom","2003"
"906","George W. Bush","Gleneagles (Scotland)","Attended the G-8 Economic Summit.","July 6–8, 2005","United Kingdom","2005"
"907","George W. Bush","London, Belfast","Met with Queen Elizabeth II at Windsor Castle. Met with Prime Minister Blair and Quartet Representative Blair. In Belfast, met with First Minister Robertson and Deputy First Minister McGuinness.","June 15–16, 2008","United Kingdom","2008"
"908","Barack Obama","London","Met with Queen Elizabeth II and Prime Minister Brown. Attended the G-20 Economic Summit Meeting.","March 31–April 3, 2009","United Kingdom","2009"
"909","Barack Obama","London","Met with Queen Elizabeth II, Prime Minister Cameron, and Labour Party leader Miliband.","May 23–26, 2011","United Kingdom","2011"
"910","Barack Obama","Belfast, Enniskillen","Attended the G-8 Economic Summit Meeting.","June 16–18, 2013","United Kingdom","2013"
"911","Barack Obama","Newport, Cardiff","Attended a NATO Summit Meeting. Also visited Stonehenge.","September 3–5, 2014","United Kingdom","2014"
"912","Barack Obama","London","Met with Queen Elizabeth II and Prime Minister David W. D. Cameron.","April 21–24, 2016","United Kingdom","2016"
"913","Donald J. Trump","London","Met with Queen Elizabeth II and Prime Minister Theresa May.","July 12–13, 2018","United Kingdom","2018"
"914","Donald J. Trump","London","State Visit.","June 3–5, 2019","United Kingdom","2019"
"915","Donald J. Trump","London","Led U.S. delegation to attend the NATO Leaders Meeting.","December 3–4, 2019","United Kingdom","2019"
"916","Woodrow Wilson","Bermuda","Vacation. [Visit made as President-elect.]","November 18–December 13, 1912","United Kingdom","1912"
"917","Woodrow Wilson","London, Carlisle, Manchester","Met with Prime Minister Lloyd George and King George V.","December 26–31, 1918","United Kingdom","1918"
"918","Warren G. Harding","Kingston (Jamaica)","Stopped while returning to the U.S. [Visit made as President-elect.]","November 30, 1920","United Kingdom","1920"
"919","Franklin Delano Roosevelt","The Bahamas","Fishing trip. [Visit made as President-elect.]","February 6–14, 1933","United Kingdom","1933"
"920","Franklin Delano Roosevelt","The Bahamas","Fishing trip.","March 29–April 11, 1934","United Kingdom","1934"
"921","Franklin Delano Roosevelt","The Bahamas","Fishing trip.","March 27–April 6, 1935","United Kingdom","1935"
"922","Franklin Delano Roosevelt","The Bahamas","Fishing trip.","March 24–April 7, 1936","United Kingdom","1936"
"923","Franklin Delano Roosevelt","Trinidad","Stopped on the way to South America.","November 21, 1936","United Kingdom","1936"
"924","Franklin Delano Roosevelt","Trinidad","Stopped while returning to the United States.","December 11, 1936","United Kingdom","1936"
"925","Franklin Delano Roosevelt","Bay of Islands (Newfoundland), Bonne Bay (Newfoundland)","Fishing trip.","August 17–20, 1939","United Kingdom","1939"
"926","Franklin Delano Roosevelt","Jamaica","Inspected British base sites for possible American use.","December 5, 1940","United Kingdom","1940"
"927","Franklin Delano Roosevelt","St. Lucia","Inspected British base sites for possible American use.","December 8, 1940","United Kingdom","1940"
"928","Franklin Delano Roosevelt","Antigua","Inspected British base sites for possible American use.","December 9, 1940","United Kingdom","1940"
"929","Franklin Delano Roosevelt","The Bahamas","Inspected British base sites for possible American use. Met with the Duke of Windsor at Eleutheria Island, December 13. Returned to the U.S. December 14.","December 12–13, 1940","United Kingdom","1940"
"930","Franklin Delano Roosevelt","Argentia (Newfoundland)","Attended conference with Prime Minister Churchill. Announced the Atlantic Charter.","August 9–12, 1941","United Kingdom","1941"
"931","Franklin Delano Roosevelt","Trinidad","Overnight stop en route to Casablanca.","January 11, 1943","United Kingdom","1943"
"932","Franklin Delano Roosevelt","Bathurst (The Gambia)","Overnight stop en route to Casablanca.","January 13, 1943","United Kingdom","1943"
"933","Franklin Delano Roosevelt","Bathurst (The Gambia)","Overnight stop en route from Casablanca.","January 25, 1943","United Kingdom","1943"
"934","Franklin Delano Roosevelt","Trinidad","Overnight stop en route from Casablanca.","January 29, 1943","United Kingdom","1943"
"935","Franklin Delano Roosevelt","Malta","Visited Allied military installations.","December 8, 1943","United Kingdom","1943"
"936","Franklin Delano Roosevelt","Malta","Attended Malta Conference with Prime Minister Churchill.","February 2, 1945","United Kingdom","1945"
"937","Harry S Truman","Plymouth","Informal meeting with King George VI.","August 2, 1945","United Kingdom","1945"
"938","Harry S Truman","Bermuda","Informal visit; met with the Governor of Bermuda, Admiral Sir Ralph Leatham, K.C.B. and inspected U.S. military facilities.","August 22–30, 1946","United Kingdom","1946"
"939","Dwight D. Eisenhower","Bermuda","Attended Bermuda Conference with Prime Minister Churchill and French President Laniel.","December 4–8, 1953","United Kingdom","1953"
"940","Dwight D. Eisenhower","Bermuda","Met with Prime Minister Macmillan.","March 20–24, 1957","United Kingdom","1957"
"941","Dwight D. Eisenhower","London, Balmoral, Chequers","Informal visit; met Prime Minister Macmillan and Queen Elizabeth II.","August 27–September 2, 1959","United Kingdom","1959"
"942","Dwight D. Eisenhower","Culzean Castle","Rested before returning to the United States.","September 4–7, 1959","United Kingdom","1959"
"943","John F. Kennedy","London","Private visit; met with Queen Elizabeth II and Prime Minister Macmillan.","June 4–5, 1961","United Kingdom","1961"
"944","John F. Kennedy","Bermuda","Met with Prime Minister Macmillan.","December 21–22, 1961","United Kingdom","1961"
"945","John F. Kennedy","Nassau (The Bahamas)","Conferred with Prime Minister Macmillan; concluded Nassau agreement on nuclear defense systems.","December 18–21, 1962","United Kingdom","1962"
"946","John F. Kennedy","Birch Grove, Sussex","Informal visit with Prime Minister Macmillan at his home.","June 29–30, 1963","United Kingdom","1963"
"947","Richard M. Nixon","London","Informal visit; held conversations with Prime Minister Wilson. Received by Queen Elizabeth II.","February 24–26, 1969","United Kingdom","1969"
"948","Richard M. Nixon","Mildenhall Air Force Base","Informal meeting with Prime Minister Wilson.","August 3, 1969","United Kingdom","1969"
"949","Richard M. Nixon","Chequers","Met informally with Queen Elizabeth II and Prime Minister Heath.","October 3, 1970","United Kingdom","1970"
"950","Richard M. Nixon","Bermuda","Met with British Prime Minister Heath.","December 20–21, 1971","United Kingdom","1971"
"951","James E. Carter","London, Newcastle","Attended Economic Summit Meeting May 7-8 of the Heads of State and Government of Canada, France, the Federal Republic of Germany, Italy, Japan, and the United Kingdom. Also met with the Prime Ministers of Greece, Belgium, Turkey, Norway, the Netherlands, and Luxembourg, and with the President of Portugal. Addressed NATO Ministers meeting on May 10.","May 5–10, 1977","United Kingdom","1977"
"952","Ronald Reagan","London, Windsor Castle","State visit; met with Queen Elizabeth II and Prime Minister Thatcher. Addressed Parliament.","June 7–9, 1982","United Kingdom","1982"
"953","Ronald Reagan","London","Met with Queen Elizabeth II and Prime Minister Thatcher. Attended Economic Summit Meeting June 7-9 of the Heads of State and Government of Canada, France, the Federal Republic of Germany, Italy, Japan, and the United Kingdom.","June 4–10, 1984","United Kingdom","1984"
"954","Ronald Reagan","London","Met with Queen Elizabeth II, Prime Minister Thatcher, and Japanese Prime Minister Takeshita.","June 2–3, 1988","United Kingdom","1988"
"955","George Herbert Walker Bush","London","Met with Queen Elizabeth II and Prime Minister Thatcher.","May 31–June 2, 1989","United Kingdom","1989"
"956","George Herbert Walker Bush","Bermuda","Informal meeting with Prime Minister Thatcher.","April 13–14, 1990","United Kingdom","1990"
"957","George Herbert Walker Bush","London","Attended NATO Summit Meeting.","July 5–6, 1990","United Kingdom","1990"
"958","George Herbert Walker Bush","Bermuda","Discussed the Middle East peace process with Prime Minister Major.","March 14–16, 1991","United Kingdom","1991"
"959","George Herbert Walker Bush","London","Attended Economic Summit Meeting with the Heads of State and Government of Canada, France, Germany, Italy, Japan, and the United Kingdom. Also met with Soviet President Gorbachev.","July 14–18, 1991","United Kingdom","1991"
"960","William J. Clinton","Cambridge, London, Portsmouth","Visited U.S. Military Cemetery. Met with Prime Minister Major. Attended state dinner with Queen Elizabeth II and heads of state and government of Canada, Poland, the Czech Republic, Slovakia, Australia, New Zealand, Norway, and Belgium. Attended D-Day commemorative ceremonies.","June 4–5, 1994","United Kingdom","1994"
"961","William J. Clinton","Oxford","Received honorary degree from Oxford University.","June 8, 1994","United Kingdom","1994"
"962","William J. Clinton","London, Belfast, Londonderry","Met with Queen Elizabeth and Prime Minister Major; addressed Parliament, and delivered several public addresses in Northern Ireland.","November 28–December 1, 1995","United Kingdom","1995"
"963","William J. Clinton","London","Met with Prime Minister Blair and attended a Cabinet meeting.","May 28–29, 1997","United Kingdom","1997"
"964","William J. Clinton","Birmingham, Weston-Under-Lizard, London","Attended G-8 Economic Summit and U.S.-EU Summit.","May 14–18, 1998","United Kingdom","1998"
"965","William J. Clinton","Belfast, Armagh, Omagh","Met with Prime Minister Blair and Northern Irish political leaders; addressed the Northern Ireland Assembly.","September 3, 1998","United Kingdom","1998"
"966","William J. Clinton","Belfast, London, Coventry","Met with Prime Minister Blair and Northern Irish political leaders in Belfast, met with Queen Elizabeth II, and made a speech at the University of Warwick.","December 12–14, 2000","United Kingdom","2000"
"967","George W. Bush","London, Chequers, Halton, Brize Norton","Met with Prime Minister Blain and Queen Elizabeth II.","July 18–20, 2001","United Kingdom","2001"
"968","George W. Bush","Belfast, Hillsborough (Northern Ireland)","Met with Prime Minister Blair to discuss the reconstruction of Iraq. Also met with Irish Prime Minister Ahern and Northern Irish political leaders.","April 7–8, 2003","United Kingdom","2003"
"969","George W. Bush","London, Sedgefield","State Visit.","November 18–21, 2003","United Kingdom","2003"
"970","George W. Bush","Gleneagles (Scotland)","Attended the G-8 Economic Summit.","July 6–8, 2005","United Kingdom","2005"
"971","George W. Bush","London, Belfast","Met with Queen Elizabeth II at Windsor Castle. Met with Prime Minister Blair and Quartet Representative Blair. In Belfast, met with First Minister Robertson and Deputy First Minister McGuinness.","June 15–16, 2008","United Kingdom","2008"
"972","Barack Obama","London","Met with Queen Elizabeth II and Prime Minister Brown. Attended the G-20 Economic Summit Meeting.","March 31–April 3, 2009","United Kingdom","2009"
"973","Barack Obama","London","Met with Queen Elizabeth II, Prime Minister Cameron, and Labour Party leader Miliband.","May 23–26, 2011","United Kingdom","2011"
"974","Barack Obama","Belfast, Enniskillen","Attended the G-8 Economic Summit Meeting.","June 16–18, 2013","United Kingdom","2013"
"975","Barack Obama","Newport, Cardiff","Attended a NATO Summit Meeting. Also visited Stonehenge.","September 3–5, 2014","United Kingdom","2014"
"976","Barack Obama","London","Met with Queen Elizabeth II and Prime Minister David W. D. Cameron.","April 21–24, 2016","United Kingdom","2016"
"977","Donald J. Trump","London","Met with Queen Elizabeth II and Prime Minister Theresa May.","July 12–13, 2018","United Kingdom","2018"
"978","Donald J. Trump","London","State Visit.","June 3–5, 2019","United Kingdom","2019"
"979","Donald J. Trump","London","Led U.S. delegation to attend the NATO Leaders Meeting.","December 3–4, 2019","United Kingdom","2019"
"980","Herbert C. Hoover","Montevideo","Good will trip. [Visit made as President-elect.]","December 16–18, 1928","Uruguay","1928"
"981","Franklin Delano Roosevelt","Montevideo","Official visit; met with President Terra.","December 3, 1936","Uruguay","1936"
"982","Dwight D. Eisenhower","Montevideo","Met with President Nardone. Returned to the U.S. via Buenos Aires and Surinam.","March 2–3, 1960","Uruguay","1960"
"983","Lyndon B. Johnson","Punta del Este","Summit meeting with Latin American chiefs of state.","April 11–14, 1967","Uruguay","1967"
"984","George Herbert Walker Bush","Montevideo","Met with President Lacalle and addressed a Joint Session of the Uruguayan Congress.","December 4–5, 1990","Uruguay","1990"
"985","George W. Bush","Montevideo","Met with President Tabare Vazquez.","March 9–11, 2007","Uruguay","2007"
"986","Woodrow Wilson",NA,"Audience with Pope Benedict XV.","January 4, 1919","Holy See","1919"
"987","Dwight D. Eisenhower",NA,"Audience with Pope John XXIII.","December 6, 1959","Holy See","1959"
"988","John F. Kennedy",NA,"Audience with Pope Paul VI.","July 2, 1963","Holy See","1963"
"989","Lyndon B. Johnson",NA,"Audience with Pope Paul VI.","December 23, 1967","Holy See","1967"
"990","Richard M. Nixon",NA,"Audience with Pope Paul VI.","March 2, 1969","Holy See","1969"
"991","Richard M. Nixon",NA,"Audience with Pope Paul VI.","September 28, 1970","Holy See","1970"
"992","Gerald R. Ford",NA,"Audience with Pope Paul VI.","June 3, 1975","Holy See","1975"
"993","James E. Carter",NA,"Audience with Pope John Paul II.","June 21, 1980","Holy See","1980"
"994","Ronald Reagan",NA,"Audience with Pope John Paul II.","June 7, 1982","Holy See","1982"
"995","Ronald Reagan",NA,"Audience with Pope John Paul II.","June 6, 1987","Holy See","1987"
"996","George Herbert Walker Bush",NA,"Audience with Pope John Paul II.","May 27, 1989","Holy See","1989"
"997","George Herbert Walker Bush",NA,"Audience with Pope John Paul II.","November 8, 1991","Holy See","1991"
"998","William J. Clinton",NA,"Audience with Pope John Paul II.","June 2, 1994","Holy See","1994"
"999","George W. Bush",NA,"Audience with Pope John Paul II.","May 28, 2002","Holy See","2002"
"1000","George W. Bush",NA,"Met with Pope John Paul II.","June 4, 2004","Holy See","2004"
"1001","George W. Bush",NA,"Attended the funeral of Pope John Paul II.","April 6–8, 2005","Holy See","2005"
"1002","George W. Bush",NA,"Audience with Pope Benedict XVI.","June 9, 2007","Holy See","2007"
"1003","George W. Bush",NA,"Met with Pope Benedict XVI.","June 13, 2008","Holy See","2008"
"1004","Barack Obama",NA,"Audience with Pope Benedict XVI.","July 10, 2009","Holy See","2009"
"1005","Barack Obama",NA,"Audience with Pope Francis and a meeting with Secretary of State Cardinal Pietro Parolin.","March 27, 2014","Holy See","2014"
"1006","Donald J. Trump",NA,"Met with Pope Francis and Secretary of State Cardinal Pietro Parolin.","May 24, 2017","Holy See","2017"
"1007","John F. Kennedy","Caracas","Met with President Betancourt.","December 16–17, 1961","Venezuela","1961"
"1008","James E. Carter","Caracas","Met with President Perez, addressed Congress, and signed maritime boundary agreement.","March 28–29, 1978","Venezuela","1978"
"1009","George Herbert Walker Bush","Caracas","Met with President Perez.","December 7–8, 1990","Venezuela","1990"
"1010","William J. Clinton","Caracas","Met with President Caldera.","October 12–13, 1997","Venezuela","1997"
"1011","Lyndon B. Johnson","Cam Ranh Bay","Visited U.S. military personnel.","October 26, 1966","Vietnam","1966"
"1012","Lyndon B. Johnson","Cam Ranh Bay","Visited U.S. military personnel.","December 23, 1967","Vietnam","1967"
"1013","Richard M. Nixon","Saigon, Di An","Met with President Thieu and visited U.S. military personnel.","July 30, 1969","Vietnam","1969"
"1014","William J. Clinton","Hanoi, Tien Chau, Ho Chi Minh City","Met with President Tran and delivered several public addresses.","November 16–19, 2000","Vietnam","2000"
"1015","George W. Bush","Hanoi, Ho Chi Minh City","Attended APEC Leaders’ Meeting.","November 17–20, 2006","Vietnam","2006"
"1016","Barack Obama","Hanoi, Ho Chi Minh City","Met with President Tran Dai Quang and Prime Minister Nguyen Xuan Phuc.","May 23–25, 2016","Vietnam","2016"
"1017","Donald J. Trump","Danang, Hanoi","Attended the APEC Economic Leaders Meeting. Met with President Tran Dai Quang.","November 10–12, 2017","Vietnam","2017"
"1018","Donald J. Trump","Hanoi","Attended the second North Korea-U.S. summit.","February 27–28, 2019","Vietnam","2019"
"1019","Richard M. Nixon","Belgrade","State visit; met with President Tito.","September 30–October 2, 1970","yugoslavia","1970"
"1020","Gerald R. Ford","Belgrade","Official visit; met with President Tito and Prime Minister Bijedic.","August 3–4, 1975","yugoslavia","1975"
"1021","James E. Carter","Belgrade","Official visit; met with President Mijatovic.","June 24–25, 1980","yugoslavia","1980"
"1022","William J. Clinton","Pristina, Urosevac, Camp Bondsteel","Met with Kosovar Transisional Council; addressed the Albanian community and U.S. military personnel.","November 23, 1999","Kosovo","1999"
"1023","George W. Bush","Camp Bondsteel","Addressed U.S. military personnel.","July 24, 2001","Kosovo","2001"
