"","Name","Locale","Remarks","Date","Country","Year"
"207","George Pratt Shultz","Brussels","Briefed NATO Foreign Ministers on his visit to Moscow.","February 23, 1988","Belgium","1988"
"208","George Pratt Shultz","Brussels","Attended NATO Summit Meeting with President Reagan.","March 1–3, 1988","Belgium","1988"
"209","George Pratt Shultz","Brussels","Briefed NATO Foreign Ministers on his visit to Moscow.","April 25, 1988","Belgium","1988"
"210","George Pratt Shultz","Brussels","Met with NATO Foreign Ministers.","May 13, 1988","Belgium","1988"
"211","George Pratt Shultz","Brussels","Briefed NATO Foreign Ministers on the Moscow Summit.","June 2, 1988","Belgium","1988"
"212","George Pratt Shultz","Brussels","Attended NATO and EEC Ministerial Meetings.","December 7–9, 1988","Belgium","1988"
"213","James Addison Baker","Brussels","Met with Foreign Minister Tindemans and NATO officials.","February 15–17, 1989","Belgium","1989"
"214","James Addison Baker","Brussels","Briefed NATO Foreign Ministers on his visit to Moscow.","May 11–12, 1989","Belgium","1989"
"215","James Addison Baker","Brussels","Accompanied President Bush to NATO Summit Meeting.","May 28–30, 1989","Belgium","1989"
"216","James Addison Baker","Brussels","Accompanied President Bush to meetings with NATO heads of state and government.","December 3–4, 1989","Belgium","1989"
"217","James Addison Baker","Brussels","Discussed aid to Eastern Europe with representatives of the Group of 24; attended a NATO Foreign Ministers Meeting.","December 13–15, 1989","Belgium","1989"
"218","James Addison Baker","Brussels","Met with NATO and European Community Foreign Ministers.","May 3, 1990","Belgium","1990"
"219","James Addison Baker","Brussels","Attended meeting of the Group of 24.","July 3–4, 1990","Belgium","1990"
"220","James Addison Baker","Brussels","Attended a special session of the North Atlantic Council.","August 10, 1990","Belgium","1990"
"221","James Addison Baker","Brussels","Briefed NATO Foreign Ministers on the U.S.-Soviet summit meeting and the Persian Gulf crisis.","September 10, 1990","Belgium","1990"
"222","James Addison Baker","Brussels","Attended U.S.-European Community Meeting.","November 16–17, 1990","Belgium","1990"
"223","James Addison Baker","Brussels","Attended NATO Ministerial Meeting.","December 16–18, 1990","Belgium","1990"
"224","James Addison Baker","Brussels","Met with NATO Foreign Ministers to discuss the coup in the Soviet Union.","August 21–22, 1991","Belgium","1991"
"225","James Addison Baker","Brussels","Attended NATO Ministerial Meeting and met with Foreign Ministers of the European Community.","December 19–21, 1991","Belgium","1991"
"226","James Addison Baker","Brussels","Attended NATO Ministerial Meeting and met with North Atlantic Cooperation Council Foreign Ministers. Discussed peace-keeping efforts in Yugoslavia with European Community Foreign Ministers, and strategic arms reductions with Russian Foreign Minister Kozyrev.","March 9–11, 1992","Belgium","1992"
"227","Warren Minor Christopher","Brussels","Discussed the Yugoslav civil war with NATO Foreign Ministers.","February 25–26, 1993","Belgium","1993"
"228","Warren Minor Christopher","Brussels","Discussed the Bosnian crisis with NATO officials.","May 5–6, 1993","Belgium","1993"
"229","Warren Minor Christopher","Brussels","Met with EC Foreign Ministers and attended NATO and NACC Ministerial Meetings.","December 1–3, 1993","Belgium","1993"
"230","Warren Minor Christopher","Brussels","Accompanied President Clinton to NATO Summit Meeting.","January 9–11, 1994","Belgium","1994"
"231","Warren Minor Christopher","Brussels","Attended NATO Ministerial Meeting and met with Russian Foreign Minister Kozyrev.","June 22, 1994","Belgium","1994"
"232","Warren Minor Christopher","Brussels","Attended memorial service for NATO Secretary General Woerner.","August 17–19, 1994","Belgium","1994"
"233","Warren Minor Christopher","Brussels","Attended NATO, NACC, and Contact Group Ministerial Meetings.","December 1–4, 1994","Belgium","1994"
"234","Warren Minor Christopher","Brussels","Attended NATO and NACC Ministerial Meetings.","December 4–6, 1995","Belgium","1995"
"235","Warren Minor Christopher","Brussels","Discussed the situation in Bosnia with senior NATO officials.","March 16, 1996","Belgium","1996"
"236","Warren Minor Christopher","Brussels","Discussed implementation of the Dayton Accords with senior NATO and OSCE officials.","August 13, 1996","Belgium","1996"
"237","Warren Minor Christopher","Brussels","Attended NATO Ministerial Meeting.","December 9–11, 1996","Belgium","1996"
"238","Madeleine Korbel Albright","Brussels","Addressed NATO Foreign Ministers and the European Commission.","February 18, 1997","Belgium","1997"
"239","Madeleine Korbel Albright","Brussels","Attended NATO Foreign Ministers' Meeting and meetings of the NATO-Ukraine Commission, the Euro-Atlantic Partnership Council, and the NATO-Russia Permanent Joint Council.","December 15–17, 1997","Belgium","1997"
"240","Madeleine Korbel Albright","Brussels","Stopped en route to London.","December 22, 1997","Belgium","1997"
"241","Madeleine Korbel Albright","Brussels","Discussed the Kosovo crisis with NATO officials.","October 7–8, 1998","Belgium","1998"
"242","Madeleine Korbel Albright","Brussels","Attended NATO Ministerial meeting, and ministerial meetings of the Euro-Atlantic Partnership Council, NATO-Russia Permanent Joint Council, and NATO-Ukraine Commission.","December 8–9, 1998","Belgium","1998"
"243","Madeleine Korbel Albright","Brussels","Attended NATO Ministerial meeting on the Kosovo crisis.","April 11–13, 1999","Belgium","1999"
"244","Madeleine Korbel Albright","Brussels","Accompanied President Clinton to meetings with senior NATO officials.","May 4, 1999","Belgium","1999"
"245","Madeleine Korbel Albright","Brussels","Briefed senior NATO officials on the Kosovo peace agreement.","June 8, 1999","Belgium","1999"
"246","Madeleine Korbel Albright","Brussels","Met with European Union representatives; dedicated new USEU chancery.","March 9–10, 2000","Belgium","2000"
"247","Madeleine Korbel Albright","Brussels","Attended NATO and NATO-Russia Permanent Joint Council Ministerial meetings.","December 13–16, 2000","Belgium","2000"
"248","Colin Luther Powell","Brussels","Met with NATO Foreign Ministers.","February 26–27, 2001","Belgium","2001"
"249","Colin Luther Powell","Brussels","Accompanied President Bush to NATO Summit Meeting.","June 13–14, 2001","Belgium","2001"
"250","Colin Luther Powell","Brussels","Attended NATO Ministerial Meeting; addressed EU Justice and Home Affairs Council.","December 5–7, 2001","Belgium","2001"
"251","Colin Luther Powell","Brussels","Discussed the conflict in Iraq with NATO, EU, and Russian Foreign Ministers.","April 2–3, 2003","Belgium","2003"
"252","Colin Luther Powell","Brussels","Met with EU Foreign Ministers.","November 18, 2003","Belgium","2003"
"253","Colin Luther Powell","Brussels","Attended NATO Ministerial meeting.","December 3–4, 2003","Belgium","2003"
"254","Colin Luther Powell","Brussels","Attended NATO Ministerial and NATO/Russian Council meetings.","April 1–2, 2004","Belgium","2004"
"255","Colin Luther Powell","Brussels","Attended North Atlantic Council, NATO-Russia and Euro-Atlantic Partnership Council meetings.","December 8–10, 2004","Belgium","2004"
"256","Condoleezza Rice","Brussels","Attended a NATO Foreign Ministers’ Meeting.","February 9, 2005","Belgium","2005"
"257","Condoleezza Rice","Brussels","Accompanied President Bush to the NATO and EU Summit Meetings.","February 20–23, 2005","Belgium","2005"
"258","Condoleezza Rice","Brussels","Attended the International Conference on Iraq.","June 21–22, 2005","Belgium","2005"
"259","Condoleezza Rice","Brussels","Attended NATO Ministerial Meeting and meetings of the European-Atlantic Council and the NATO-Ukraine Commission.","December 7–9, 2005","Belgium","2005"
"260","Condoleezza Rice","Brussels","Attended NATO Ministerial meeting, and meetings of the NATO-Russia Council and the NATO-Ukraine Commission.","December 6–7, 2007","Belgium","2007"
"261","Condoleezza Rice","Brussels","Attended NATO and EU Ministerial Meetings.  Addressed Women Leaders Working Group.","March 5–7, 2008","Belgium","2008"
"262","Condoleezza Rice","Brussels","Attended an emergency meeting of the North Atlantic Council and discussed the Georgia crisis with EU leaders.","August 18–19, 2008","Belgium","2008"
"263","Condoleezza Rice","Brussels","Attended a NATO Foreign Ministers’ Meeting.","December 2, 2008","Belgium","2008"
"264","Hillary Rodham Clinton","Brussels","Attended a NATO Foreign Ministers’ meeting and met with the EU and Swiss Foreign Ministers.","March 5–6, 2009","Belgium","2009"
"265","Hillary Rodham Clinton","Brussels","Attended a NATO Foreign Minister’s Meeting, a meeting of the NATO-Russia Council, and met with representatives of non-NATO ISAF-contributing countries.","December 4, 2009","Belgium","2009"
"266","Hillary Rodham Clinton","Brussels","Attended a NATO Ministerial meeting and met with the European Council President and the High Representative for Foreign Affairs.","October 13–14, 2010","Belgium","2010"
"267","Hillary Rodham Clinton","Brussels","Attended the NATO Ministerial Meeting and a meeting of the NATO-Russia Council. Signed the U.S.-Slovak Joint Action Plan to Combat Nuclear Smuggling.","December 7–8, 2011","Belgium","2011"
"268","Hillary Rodham Clinton","Brussels","Attended a joint meeting of NATO Foreign and Defense Ministers, and a meeting of the NATO-Russia Council.","April 18–19, 2012","Belgium","2012"
"269","Hillary Rodham Clinton","Brussels","Attended the 28th session of the North Atlantic Council and meetings of the NATO-Georgia Council, with Non-NATO ISAF Contributing Countries, and the U.S.-EU Energy Council.","December 4–5, 2012","Belgium","2012"
"270","John Forbes Kerry","Brussels","Attended a NATO Foreign Minister’s Meeting. Also attended a NATO-Russia Council Ministerial meeting. Signed agreement with Lithuania on countering nuclear smuggling. Met with Afghan President Hamad Karzai and Pakistani General Ashfaq Kayani.","April 21–24, 2013","Belgium","2013"
"271","John Forbes Kerry","Brussels","Attended the NATO Foreign Ministers’ Meeting and a NATO-Russia Council Meeting. Signed Cyber Partnership Agreement with Estonia.","December 3–4, 2013","Belgium","2013"
"272","John Forbes Kerry","Brussels","Attended the NATO Foreign Ministerial Meeting and meetings of the NATO-Ukraine and NATO-Georgia Commissions. Co-chaired the 5th U.S.-EU Energy Council Meeting.","April 1–2, 2014","Belgium","2014"
"273","John Forbes Kerry","Brussels","Attended a NATO Foreign Ministers’ Meeting.","June 24–26, 2014","Belgium","2014"
"274","John Forbes Kerry","Brussels","Attended the NATO Foreign Ministers meeting, the first ministerial meeting of the Counter-ISIL Coalition, and the 6th U.S.-EU Energy Council meeting.","December 1–3, 2014","Belgium","2014"
"275","John Forbes Kerry","Brussels","Attended a NATO Foreign Ministers’ Meeting.","December 1–2, 2015","Belgium","2015"
"276","John Forbes Kerry","Brussels","Met with Belgian and EU officials and expressed condolences following a March 22 terrorist attack.","March 25, 2016","Belgium","2016"
"277","John Forbes Kerry","Brussels","Attended a NATO Ministerial Meeting.","May 18–21, 2016","Belgium","2016"
"278","John Forbes Kerry","Brussels","Met with EU High Representative Federica Mogherini and NATO Secretary General Jens Stoltenberg.","June 27, 2016","Belgium","2016"
"279","John Forbes Kerry","Brussels","Met with EU Member States Foreign Ministers and with EU High Representative Mogherini.","July 17–18, 2016","Belgium","2016"
"280","John Forbes Kerry","Brussels","Attended the Brussels Conference on Afghanistan.","October 4–5, 2016","Belgium","2016"
"281","John Forbes Kerry","Brussels","Attended a NATO Ministerial Meeting. Met with EU High Representative Mogherini.","December 6–7, 2016","Belgium","2016"
"282","Rex W. Tillerson","Brussels","Attended a NATO Ministerial Meeting.","March 31, 2017","Belgium","2017"
"283","Rex W. Tillerson","Brussels","Attended a NATO Foreign Ministers Meeting and met with EU Foreign Ministers.","December 4–6, 2017","Belgium","2017"
"284","Michael R. Pompeo","Brussels","Attended a NATO Foreign Ministers’ Meeting.","April 26–27, 2018","Belgium","2018"
"285","Michael R. Pompeo","Brussels","Accompanied President Trump to the NATO Summit and also participated in the U.S.-EU Energy Council and co-hosted a meeting of foreign ministers of the Global Coalition to Defeat ISIS.","July 10–12, 2018","Belgium","2018"
"286","Michael R. Pompeo","Brussels","Participated in the semi-annual meeting of NATO Foreign Ministers and also met with Belgian Prime Minister Charles Michel.","December 3–5, 2018","Belgium","2018"
"287","Michael R. Pompeo","Brussels","Met with EU High Representative for Foreign Affairs and Security Policy Federica Mogherini.","February 13–14, 2019","Belgium","2019"
"288","Michael R. Pompeo","Brussels","Met with European allies to discuss recent threatening actions and statements by the Islamic Republic of Iran.","May 13–14, 2019","Belgium","2019"
"289","Michael R. Pompeo","Brussels","Met with Belgian Prime Minister and European Council President-elect Michel, NATO Secretary General Stoltenberg, European Parliament President Sassoli, European Commission President-elect von der Leyen, and Acting Spanish Foreign Minister Josep Borrell.","September 2–3, 2019","Belgium","2019"
"290","Michael R. Pompeo","Brussels","Met with NATO Secretary General Jens Stoltenberg.","October 18, 2019","Belgium","2019"
"291","Michael R. Pompeo","Brussels","Led the U.S. delegation to the NATO Foreign Ministerial.","November 19–21, 2019","Belgium","2019"
